hsa:645954;SVILP1;supervillin pseudogene 1
hsa:81537;SGPP1,SPPase1;sphingosine-1-phosphate phosphatase 1
hsa:7135;TNNI1,SSTNI,TNN1;troponin I type 1 (skeletal, slow)
hsa:10179;RBM7;RNA binding motif protein 7
hsa:152100;CMC1,C3orf68;COX assembly mitochondrial protein 1 homolog (S. cerevisiae)
hsa:6051;RNPEP;arginyl aminopeptidase (aminopeptidase B) (EC:3.4.11.6)
hsa:91137;SLC25A46;solute carrier family 25, member 46
hsa:5940;RBMY1A1,RBM,RBM1,RBM2,RBMY,RBMY1C,YRRM1,YRRM2;RNA binding motif protein, Y-linked, family 1, member A1
hsa:3816;KLK1,KLKR,Klk6,hK1;kallikrein 1 (EC:3.4.21.35)
hsa:51715;RAB23,HSPC137;RAB23, member RAS oncogene family
hsa:10010;TANK,I-TRAF,TRAF2;TRAF family member-associated NFKB activator
hsa:6120;RPE,RPE2-1;ribulose-5-phosphate-3-epimerase (EC:5.1.3.1)
hsa:376497;SLC27A1,ACSVL5,FATP,FATP1;solute carrier family 27 (fatty acid transporter), member 1
hsa:83641;FAM107B,C10orf45;family with sequence similarity 107, member B
hsa:53905;DUOX1,LNOX1,NOXEF1,THOX1;dual oxidase 1 (EC:1.6.3.1)
hsa:173;AFM,ALB2,ALBA,ALF;afamin
hsa:23195;MDN1;MDN1, midasin homolog (yeast)
hsa:10892;MALT1,MLT,MLT1;mucosa associated lymphoid tissue lymphoma translocation gene 1 (EC:3.4.22.-)
hsa:118881;COMTD1;catechol-O-methyltransferase domain containing 1
hsa:56655;POLE4,YHHQ1,p12;polymerase (DNA-directed), epsilon 4, accessory subunit (EC:2.7.7.7)
hsa:30811;HUNK;hormonally up-regulated Neu-associated kinase (EC:2.7.11.1)
hsa:1069;CETN2,CALT,CEN2;centrin, EF-hand protein, 2
hsa:57609;DIP2B;DIP2 disco-interacting protein 2 homolog B (Drosophila)
hsa:57663;USP29,HOM-TES-84/86;ubiquitin specific peptidase 29 (EC:3.4.19.12)
hsa:23395;LARS2,LEURS;leucyl-tRNA synthetase 2, mitochondrial (EC:6.1.1.4)
hsa:8563;THOC5,C22orf19,Fmip,PK1.3,fSAP79;THO complex 5
hsa:51614;ERGIC3,C20orf47,CGI-54,Erv46,NY-BR-84,PRO0989,SDBCAG84,dJ477O4.2;ERGIC and golgi 3
hsa:10935;PRDX3,AOP-1,AOP1,HBC189,MER5,PRO1748,SP-22,prx-III;peroxiredoxin 3 (EC:1.11.1.15)
hsa:6415;SEPW1,selW;selenoprotein W, 1
hsa:118663;BTBD16,C10orf87;BTB (POZ) domain containing 16
hsa:51228;GLTP;glycolipid transfer protein
hsa:60496;AASDHPPT,AASD-PPT,LYS2,LYS5;aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase (EC:2.7.8.-)
hsa:2267;FGL1,HFREP1,HP-041,LFIRE-1,LFIRE1;fibrinogen-like 1
hsa:9360;PPIG,CARS-Cyp,CYP,SCAF10,SRCyp;peptidylprolyl isomerase G (cyclophilin G) (EC:5.2.1.8)
hsa:11059;WWP1,AIP5,Tiul1,hSDRP1;WW domain containing E3 ubiquitin protein ligase 1
hsa:51397;COMMD10,PTD002;COMM domain containing 10
hsa:7319;UBE2A,HHR6A,MRXS30,MRXSN,RAD6A,UBC2;ubiquitin-conjugating enzyme E2A (EC:6.3.2.19)
hsa:23761;PISD,DJ858B16,PSD,PSDC,PSSC,dJ858B16.2;phosphatidylserine decarboxylase (EC:4.1.1.65)
hsa:7320;UBE2B,E2-17kDa,HHR6B,HR6B,RAD6B,UBC2;ubiquitin-conjugating enzyme E2B (EC:6.3.2.19)
hsa:51603;METTL13,5630401D24Rik,KIAA0859,feat;methyltransferase like 13
hsa:220064;ORAOV1,TAOS1;oral cancer overexpressed 1
hsa:85476;GFM1,COXPD1,EFG,EFG1,EFGM,EGF1,GFM,hEFG1;G elongation factor, mitochondrial 1
hsa:55260;TMEM143;transmembrane protein 143
hsa:84941;HSH2D,ALX,HSH2;hematopoietic SH2 domain containing
hsa:7031;TFF1,BCEI,D21S21,HP1.A,HPS2,pNR-2,pS2;trefoil factor 1
hsa:2813;GP2,ZAP75;glycoprotein 2 (zymogen granule membrane)
hsa:80273;GRPEL1,HMGE;GrpE-like 1, mitochondrial (E. coli)
hsa:28990;ASTE1;asteroid homolog 1 (Drosophila)
hsa:265;AMELX,AI1E,AIH1,ALGN,AMG,AMGL,AMGX;amelogenin, X-linked
hsa:55884;WSB2,SBA2;WD repeat and SOCS box containing 2
hsa:2098;ESD,FGH;esterase D (EC:3.1.2.12 3.1.1.56)
hsa:64601;VPS16,hVPS16;vacuolar protein sorting 16 homolog (S. cerevisiae)
hsa:9976;CLEC2B,AICL,CLECSF2,HP10085,IFNRG1;C-type lectin domain family 2, member B
hsa:6123;RPL3L;ribosomal protein L3-like
hsa:51450;PRRX2,PMX2,PRX2;paired related homeobox 2
hsa:11325;DDX42,RHELP,RNAHP,SF3b125;DEAD (Asp-Glu-Ala-Asp) box polypeptide 42 (EC:3.6.4.13)
hsa:90990;KIFC2;kinesin family member C2
hsa:26269;FBXO8,FBS,FBX8;F-box protein 8
hsa:84898;PLXDC2,TEM7R;plexin domain containing 2
hsa:51478;HSD17B7,PRAP,SDR37C1;hydroxysteroid (17-beta) dehydrogenase 7 (EC:1.1.1.62 1.1.1.270)
hsa:129401;NUP35,MP44,NP44,NUP53;nucleoporin 35kDa
hsa:283899;INO80E,CCDC95;INO80 complex subunit E
hsa:117194;MRGPRX2,MRGX2;MAS-related GPR, member X2
hsa:11153;FICD,HIP13,HYPE,UNQ3041;FIC domain containing (EC:2.7.7.n1)
hsa:123169;LEO1,RDL;Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)
hsa:199731;CADM4,IGSF4C,NECL4,Necl-4,TSLL2,synCAM4;cell adhesion molecule 4
hsa:145258;GSC;goosecoid homeobox
hsa:84701;COX4I2,COX4,COX4-2,COX4B,COX4L2,COXIV-2,dJ857M17.2;cytochrome c oxidase subunit IV isoform 2 (lung)
hsa:55729;ATF7IP,AM,MCAF,MCAF1,p621;activating transcription factor 7 interacting protein
hsa:3008;HIST1H1E,H1.4,H1E,H1F4,H1s-4,dJ221C16.5;histone cluster 1, H1e
hsa:6789;STK4,KRS2,MST1,TIIAC,YSK3;serine/threonine kinase 4 (EC:2.7.11.1)
hsa:167;CRISP1,AEGL1,ARP,CRISP-1,HSCRISP1D,HSCRISP1G,HUMARP;cysteine-rich secretory protein 1
hsa:5780;PTPN9,MEG2,PTPMEG2;protein tyrosine phosphatase, non-receptor type 9 (EC:3.1.3.48)
hsa:6492;SIM1,bHLHe14;single-minded homolog 1 (Drosophila)
hsa:57555;NLGN2;neuroligin 2
hsa:2696;GIPR,PGQTL2;gastric inhibitory polypeptide receptor
hsa:23590;PDSS1,COQ1,COQ10D2,DPS,RP13-16H11.3,SPS,TPRT,TPT,TPT_1,hDPS1;prenyl (decaprenyl) diphosphate synthase, subunit 1 (EC:2.5.1.91)
hsa:3010;HIST1H1T,H1FT,H1t,dJ221C16.2;histone cluster 1, H1t
hsa:10462;CLEC10A,CD301,CLECSF13,CLECSF14,HML,HML2,MGL;C-type lectin domain family 10, member A
hsa:284086;NEK8,JCK,NEK12A,NPHP9;NIMA-related kinase 8 (EC:2.7.11.1)
hsa:2931;GSK3A;glycogen synthase kinase 3 alpha (EC:2.7.11.1 2.7.11.26)
hsa:319;APOF,Apo-F,LTIP;apolipoprotein F
hsa:57215;THAP11,CTG-B43a,CTG-B45d,RONIN;THAP domain containing 11
hsa:60626;RIC8A,RIC8;resistance to inhibitors of cholinesterase 8 homolog A (C. elegans)
hsa:255626;HIST1H2BA,H2BFU,STBP,TSH2B,bA317E16.3;histone cluster 1, H2ba
hsa:90826;PRMT10;protein arginine methyltransferase 10 (putative)
hsa:339221;ENPP7,ALK-SMase;ectonucleotide pyrophosphatase/phosphodiesterase 7 (EC:3.1.4.12)
hsa:57645;POGK,BASS2,KRBOX2;pogo transposable element with KRAB domain
hsa:64114;TMBIM1,LFG3,MST100,MSTP100,RECS1;transmembrane BAX inhibitor motif containing 1;K06890
hsa:151790;WDR49;WD repeat domain 49
hsa:153020;RASGEF1B,GPIG4;RasGEF domain family, member 1B
hsa:55813;UTP6,C17orf40,HCA66;UTP6, small subunit (SSU) processome component, homolog (yeast)
hsa:24144;TFIP11,NTR1,Spp382,TIP39,bK445C9.6,hNtr1;tuftelin interacting protein 11
hsa:84336;TMEM101;transmembrane protein 101
hsa:56952;PRTFDC1,HHGP;phosphoribosyl transferase domain containing 1 (EC:2.4.2.8)
hsa:3080;CFHR2,CFHL2,FHR2,HFL3;complement factor H-related 2
hsa:8502;PKP4,p0071;plakophilin 4
hsa:64801;ARV1;ARV1 homolog (S. cerevisiae)
hsa:84681;HINT2,HIT-17;histidine triad nucleotide binding protein 2
hsa:29091;STXBP6,amisyn;syntaxin binding protein 6 (amisyn)
hsa:311;ANXA11,ANX11,CAP50;annexin A11
hsa:163786;SASS6,SAS-6,SAS6;spindle assembly 6 homolog (C. elegans)
hsa:257169;C9orf43;chromosome 9 open reading frame 43
hsa:129880;BBS5;Bardet-Biedl syndrome 5
hsa:51389;RWDD1,PTD013;RWD domain containing 1
hsa:79023;NUP37,p37;nucleoporin 37kDa
hsa:64969;MRPS5,MRP-S5,S5mt;mitochondrial ribosomal protein S5
hsa:7058;THBS2,TSP2;thrombospondin 2
hsa:54810;GIPC2,SEMCAP-2,SEMCAP2;GIPC PDZ domain containing family, member 2
hsa:8339;HIST1H2BG,H2B.1A,H2B/a,H2BFA,dJ221C16.8;histone cluster 1, H2bg
hsa:84299;MIEN1,C17orf37,C35,ORB3,RDX12,XTP4;migration and invasion enhancer 1
hsa:80832;APOL4,APOL-IV,APOLIV;apolipoprotein L, 4
hsa:1945;EFNA4,EFL4,EPLG4,LERK4;ephrin-A4
hsa:339010;POTEB,A26B1,CT104.5,POTE-15,POTE15;POTE ankyrin domain family, member B
hsa:2071;ERCC3,BTF2,GTF2H,RAD25,TFIIH,XPB;excision repair cross-complementing rodent repair deficiency, complementation group 3 (EC:3.6.4.12)
hsa:26273;FBXO3,FBA,FBX3;F-box protein 3
hsa:5905;RANGAP1,Fug1,SD;Ran GTPase activating protein 1
hsa:8545;CGGBP1,CGGBP,p20-CGGBP;CGG triplet repeat binding protein 1
hsa:51348;KLRF1,CLEC5C,NKp80;killer cell lectin-like receptor subfamily F, member 1
hsa:5912;RAP2B;RAP2B, member of RAS oncogene family
hsa:7385;UQCRC2,QCR2,UQCR2;ubiquinol-cytochrome c reductase core protein II (EC:1.10.2.2)
hsa:6632;SNRPD1,HsT2456,SMD1,SNRPD,Sm-D1;small nuclear ribonucleoprotein D1 polypeptide 16kDa
hsa:3208;HPCA,BDR2;hippocalcin
hsa:23627;PRND,DOPPEL,DPL,PrPLP,dJ1068H6.4;prion protein 2 (dublet)
hsa:23593;HEBP2,C6ORF34B,C6orf34,PP23,SOUL;heme binding protein 2
hsa:25961;NUDT13;nudix (nucleoside diphosphate linked moiety X)-type motif 13
hsa:7529;YWHAB,GW128,HS1,KCIP-1,YWHAA;tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide
hsa:1942;EFNA1,B61,ECKLG,EFL1,EPLG1,LERK-1,LERK1,TNFAIP4;ephrin-A1
hsa:5880;RAC2,EN-7,Gx,HSPC022;ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)
hsa:23510;KCTD2;potassium channel tetramerisation domain containing 2
hsa:64689;GORASP1,GOLPH5,GRASP65,P65;golgi reassembly stacking protein 1, 65kDa
hsa:57122;NUP107,NUP84;nucleoporin 107kDa
hsa:7455;ZAN;zonadhesin
hsa:705;BYSL,BYSTIN;bystin-like
hsa:11018;TMED1,IL1RL1LG,Il1rl1l,ST2L,Tp24;transmembrane emp24 protein transport domain containing 1
hsa:9663;LPIN2;lipin 2 (EC:3.1.3.4)
hsa:114771;PGLYRP3,PGRP-Ialpha,PGRPIA;peptidoglycan recognition protein 3
hsa:10993;SDS,SDH;serine dehydratase (EC:4.3.1.17 4.3.1.19)
hsa:79890;RIN3;Ras and Rab interactor 3
hsa:80831;APOL5,APOL-V,APOLV;apolipoprotein L, 5
hsa:55669;MFN1,hfzo1,hfzo2;mitofusin 1
hsa:2639;GCDH,ACAD5,GCD;glutaryl-CoA dehydrogenase (EC:1.3.8.6)
hsa:5902;RANBP1,HTF9A;RAN binding protein 1
hsa:57115;PGLYRP4,PGLYRPIbeta,PGRP-Ibeta,PGRPIB;peptidoglycan recognition protein 4
hsa:6733;SRPK2,SFRSK2;SRSF protein kinase 2 (EC:2.7.11.1)
hsa:5375;PMP2,FABP8,M-FABP,MP2,P2;peripheral myelin protein 2
hsa:8076;MFAP5,MAGP2,MP25;microfibrillar associated protein 5
hsa:6251;RSU1,RSP-1;Ras suppressor protein 1
hsa:79109;MAPKAP1,JC310,MIP1,SIN1,SIN1b,SIN1g;mitogen-activated protein kinase associated protein 1
hsa:57575;PCDH10,OL-PCDH,PCDH19;protocadherin 10
hsa:1032;CDKN2D,INK4D,p19,p19-INK4D;cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)
hsa:10382;TUBB4A,TUBB4,TUBB5,beta-5;tubulin, beta 4A class IVa
hsa:40;ASIC2,ACCN,ACCN1,ASIC2a,BNC1,BNaC1,MDEG,hBNaC1;acid-sensing (proton-gated) ion channel 2
hsa:79041;TMEM38A,TRIC-A,TRICA;transmembrane protein 38A
hsa:26145;IRF2BP1;interferon regulatory factor 2 binding protein 1
hsa:2837;UTS2R,GPR14,UR-2-R,UTR,UTR2;urotensin 2 receptor
hsa:114786;XKR4,XRG4;XK, Kell blood group complex subunit-related family, member 4
hsa:84343;HPS3,SUTAL;Hermansky-Pudlak syndrome 3
hsa:64241;ABCG8,GBD4,STSL;ATP-binding cassette, sub-family G (WHITE), member 8
hsa:64073;C19orf33,H2RSP,IMUP,IMUP-1,IMUP-2;chromosome 19 open reading frame 33
hsa:84328;LZIC;leucine zipper and CTNNBIP1 domain containing
hsa:83886;PRSS27,CAPH2,MPN;protease, serine 27
hsa:119392;SFR1,C10orf78,MEI5,MEIR5,bA373N18.1;SWI5-dependent recombination repair 1
hsa:80329;ULBP1,RAET1I;UL16 binding protein 1
hsa:84340;GFM2,EF-G2mt,EFG2,MRRF2,MST027,RRF2,RRF2mt,hEFG2,mEF-G_2;G elongation factor, mitochondrial 2
hsa:84842;HPDL,4-HPPD-L,GLOXD1,RP4-534D1.1;4-hydroxyphenylpyruvate dioxygenase-like
hsa:59343;SENP2,AXAM2,SMT3IP2;SUMO1/sentrin/SMT3 specific peptidase 2 (EC:3.4.22.68)
hsa:4296;MAP3K11,MEKK11,MLK-3,MLK3,PTK1,SPRK;mitogen-activated protein kinase kinase kinase 11 (EC:2.7.11.25)
hsa:219927;MRPL21,L21mt,MRP-L21;mitochondrial ribosomal protein L21
hsa:160760;PPTC7,TA-PP2C,TAPP2C;PTC7 protein phosphatase homolog (S. cerevisiae) (EC:3.1.3.16)
hsa:118856;MMP21;matrix metallopeptidase 21
hsa:2326;FMO1;flavin containing monooxygenase 1 (EC:1.14.13.8)
hsa:196264;MPZL3;myelin protein zero-like 3
hsa:339479;FAM5C,BRINP3,DBCCR1L,DBCCR1L1;family with sequence similarity 5, member C
hsa:6620;SNCB;synuclein, beta
hsa:2329;FMO4,FMO2;flavin containing monooxygenase 4 (EC:1.14.13.8)
hsa:83657;DYNLRB2,DNCL2B,DNLC2B,ROBLD2;dynein, light chain, roadblock-type 2
hsa:222068;TMED4,ERS25,HNLF;transmembrane emp24 protein transport domain containing 4
hsa:5814;PURB,PURBETA;purine-rich element binding protein B
hsa:92840;REEP6,C19orf32,DP1L1,TB2L1;receptor accessory protein 6
hsa:64420;SUSD1;sushi domain containing 1
hsa:2733;GLE1,GLE1L,LCCS,LCCS1,hGLE1;GLE1 RNA export mediator homolog (yeast)
hsa:60678;EEFSEC,EFSEC,SELB;eukaryotic elongation factor, selenocysteine-tRNA-specific
hsa:6913;TBX15,TBX14;T-box 15
hsa:66036;MTMR9,C8orf9,LIP-STYX,MTMR8;myotubularin related protein 9
hsa:124935;SLC43A2,LAT4;solute carrier family 43, member 2
hsa:6939;TCF15,EC2,PARAXIS,bHLHa40;transcription factor 15 (basic helix-loop-helix)
hsa:80328;ULBP2,N2DL2,RAET1H;UL16 binding protein 2
hsa:5267;SERPINA4,KAL,KLST,KST,PI-4,PI4,kallistatin;serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4
hsa:84901;NFATC2IP,ESC2,NIP45,RAD60;nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
hsa:55365;TMEM176A,GS188,HCA112;transmembrane protein 176A
hsa:6751;SSTR1,SRIF-2,SS-1-R,SS1-R,SS1R;somatostatin receptor 1
hsa:23235;SIK2,LOH11CR1I,QIK,SNF1LK2;salt-inducible kinase 2 (EC:2.7.11.1)
hsa:3310;HSPA6;heat shock 70kDa protein 6 (HSP70B')
hsa:64928;MRPL14,L14mt,L32mt,MRP-L14,MRP-L32,MRPL32,RMPL32,RPML32;mitochondrial ribosomal protein L14
hsa:51608;GET4,C7orf20,CEE,TRC35;golgi to ER traffic protein 4 homolog (S. cerevisiae)
hsa:51706;CYB5R1,B5R.1,B5R1,B5R2,NQO3A2,humb5R2;cytochrome b5 reductase 1 (EC:1.6.2.2)
hsa:5957;RCVRN,RCV1;recoverin
hsa:55915;LANCL2,GPR69B,TASP;LanC lantibiotic synthetase component C-like 2 (bacterial)
hsa:23201;FAM168A,KIAA0280,TCRP1;family with sequence similarity 168, member A
hsa:51373;MRPS17,HSPC011,MRP-S17,RPMS17,S17mt;mitochondrial ribosomal protein S17
hsa:4605;MYBL2,B-MYB,BMYB;v-myb myeloblastosis viral oncogene homolog (avian)-like 2
hsa:2634;GBP2;guanylate binding protein 2, interferon-inducible
hsa:399687;MYO18A,MYSPDZ,SPR210;myosin XVIIIA
hsa:2355;FOSL2,FRA2;FOS-like antigen 2
hsa:90861;HN1L,C16orf34,L11;hematological and neurological expressed 1-like
hsa:636;BICD1,BICD;bicaudal D homolog 1 (Drosophila)
hsa:23203;PMPCA,Alpha-MPP,INPP5E;peptidase (mitochondrial processing) alpha (EC:3.4.24.64)
hsa:6634;SNRPD3,SMD3,Sm-D3;small nuclear ribonucleoprotein D3 polypeptide 18kDa
hsa:64434;NOM1,C7orf3,SGD1;nucleolar protein with MIF4G domain 1
hsa:9858;PPP1R26,KIAA0649;protein phosphatase 1, regulatory subunit 26
hsa:4731;NDUFV3,CI-10k,CI-9KD;NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa (EC:1.6.5.3)
hsa:80727;TTYH3;tweety homolog 3 (Drosophila)
hsa:24140;FTSJ1,CDLIV,MRX44,MRX9,SPB1,TRM7,TRMT7;FtsJ RNA methyltransferase homolog 1 (E. coli) (EC:2.1.1.-)
hsa:23204;ARL6IP1,AIP1,ARL6IP,ARMER;ADP-ribosylation factor-like 6 interacting protein 1
hsa:90316;TGIF2LX,TGIFLX;TGFB-induced factor homeobox 2-like, X-linked
hsa:5917;RARS,ArgRS,DALRD1;arginyl-tRNA synthetase (EC:6.1.1.19)
hsa:93343;MVB12A,CFBP,FAM125A;multivesicular body subunit 12A
hsa:7088;TLE1,ESG,ESG1,GRG1;transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)
hsa:2444;FRK,GTK,PTK5,RAK;fyn-related kinase (EC:2.7.10.2)
hsa:84700;MYO18B;myosin XVIIIB
hsa:6890;TAP1,ABC17,ABCB2,APT1,D6S114E,PSF-1,PSF1,RING4,TAP1*0102N,TAP1N;transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)
hsa:54059;YBEY,C21orf57;ybeY metallopeptidase (putative)
hsa:26528;DAZAP1;DAZ associated protein 1
hsa:284099;C17orf78;chromosome 17 open reading frame 78
hsa:8548;BLZF1,GOLGIN-45,JEM-1,JEM-1s,JEM1;basic leucine zipper nuclear factor 1
hsa:10955;SERINC3,AIGP1,DIFF33,SBBI99,TDE,TDE1,TMS-1;serine incorporator 3
hsa:134864;TAAR1,RP11-295F4.9,TA1,TAR1,TRAR1;trace amine associated receptor 1
hsa:5535;PPP3R2,PPP3RL;protein phosphatase 3, regulatory subunit B, beta (EC:3.1.3.16)
hsa:2824;GPM6B,M6B;glycoprotein M6B
hsa:283209;PGM2L1,BM32A;phosphoglucomutase 2-like 1 (EC:2.7.1.106)
hsa:64816;CYP3A43;cytochrome P450, family 3, subfamily A, polypeptide 43 (EC:1.14.14.1)
hsa:3346;HTN1,HIS1;histatin 1
hsa:64866;CDCP1,CD318,SIMA135,TRASK;CUB domain containing protein 1
hsa:5991;RFX3,bA32F11.1;regulatory factor X, 3 (influences HLA class II expression)
hsa:51378;ANGPT4,AGP4,ANG-3,ANG4;angiopoietin 4
hsa:55833;UBAP2,UBAP-2,bA176F3.5;ubiquitin associated protein 2
hsa:201161;CENPV,3110013H01Rik,CENP-V,PRR6,p30;centromere protein V
hsa:1615;DARS;aspartyl-tRNA synthetase (EC:6.1.1.12)
hsa:285315;C3orf33,AC3-33;chromosome 3 open reading frame 33
hsa:149563;C1orf64,ERRF,RP11-5P18.4;chromosome 1 open reading frame 64
hsa:7022;TFAP2C,AP2-GAMMA,ERF1,TFAP2G,hAP-2g;transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
hsa:29761;USP25,USP21;ubiquitin specific peptidase 25 (EC:3.4.19.12)
hsa:22981;NINL,NLP,dJ691N24.1;ninein-like
hsa:55316;RSAD1;radical S-adenosyl methionine domain containing 1
hsa:2781;GNAZ;guanine nucleotide binding protein (G protein), alpha z polypeptide
hsa:78988;MRP63,bMRP63;mitochondrial ribosomal protein 63
hsa:138428;PTRH1,C9orf115,PTH1;peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae) (EC:3.1.1.29)
hsa:50852;TRAT1,TCRIM,TRIM;T cell receptor associated transmembrane adaptor 1
hsa:54443;ANLN,Scraps,scra;anillin, actin binding protein
hsa:26354;GNL3,C77032,E2IG3,NNP47,NS;guanine nucleotide binding protein-like 3 (nucleolar)
hsa:3991;LIPE,HSL,LHS;lipase, hormone-sensitive (EC:3.1.1.79)
hsa:23406;COTL1,CLP;coactosin-like 1 (Dictyostelium)
hsa:55872;PBK,CT84,Nori-3,SPK,TOPK;PDZ binding kinase (EC:2.7.12.2)
hsa:55255;WDR41;WD repeat domain 41
hsa:55191;NADSYN1;NAD synthetase 1 (EC:6.3.5.1)
hsa:22879;MON1B,HSRG1,SAND2,SRG1;MON1 homolog B (yeast)
hsa:23568;ARL2BP,BART,BART1;ADP-ribosylation factor-like 2 binding protein
hsa:29015;SLC43A3,EEG1,FOAP-13,PRO1659,SEEEG-1;solute carrier family 43, member 3
hsa:3455;IFNAR2,IFN-R,IFN-alpha-REC,IFNABR,IFNARB;interferon (alpha, beta and omega) receptor 2
hsa:1196;CLK2,hCLK2;CDC-like kinase 2 (EC:2.7.12.1)
hsa:6121;RPE65,LCA2,RP20,mRPE65,rd12,sRPE65;retinal pigment epithelium-specific protein 65kDa (EC:3.1.1.64)
hsa:221613;HIST1H2AA,H2AA,H2AFR,bA317E16.2;histone cluster 1, H2aa
hsa:348303;SELV;selenoprotein V
hsa:3422;IDI1,IPP1,IPPI1;isopentenyl-diphosphate delta isomerase 1 (EC:5.3.3.2)
hsa:131566;DCBLD2,CLCP1,ESDN;discoidin, CUB and LCCL domain containing 2
hsa:83597;RTP3,LTM1,TMEM7;receptor (chemosensory) transporter protein 3
hsa:2637;GBX2;gastrulation brain homeobox 2
hsa:160335;TMTC2,IBDBP1;transmembrane and tetratricopeptide repeat containing 2
hsa:3694;ITGB6;integrin, beta 6
hsa:3695;ITGB7;integrin, beta 7
hsa:65977;PLEKHA3,FAPP1;pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3
hsa:55810;FOXJ2,FHX;forkhead box J2
hsa:3232;HOXD3,HOX1D,HOX4,HOX4A,Hox-4.1;homeobox D3
hsa:4504;MT3,GIF,GIFB,GRIF,ZnMT3;metallothionein 3
hsa:4332;MNDA,PYHIN3;myeloid cell nuclear differentiation antigen
hsa:79465;ULBP3,RAET1N;UL16 binding protein 3
hsa:23438;HARS2,HARSL,HARSR,HO3,PRLTS2;histidyl-tRNA synthetase 2, mitochondrial (EC:6.1.1.21)
hsa:3224;HOXC8,HOX3,HOX3A;homeobox C8
hsa:5899;RALB;v-ral simian leukemia viral oncogene homolog B (ras related;GTP binding protein)
hsa:55222;LRRC20;leucine rich repeat containing 20
hsa:55240;STEAP3,STMP3,TSAP6,dudlin-2;STEAP family member 3, metalloreductase
hsa:57610;RANBP10;RAN binding protein 10
hsa:8578;SCARF1,SREC,SREC-I,SREC1;scavenger receptor class F, member 1
hsa:9962;SLC23A2,NBTL1,SLC23A1,SVCT2,YSPL2;solute carrier family 23 (nucleobase transporters), member 2
hsa:25825;BACE2,AEPLC,ALP56,ASP1,ASP21,BAE2,CEAP1,DRAP;beta-site APP-cleaving enzyme 2 (EC:3.4.23.45)
hsa:10036;CHAF1A,CAF-1,CAF1,CAF1B,CAF1P150,P150;chromatin assembly factor 1, subunit A (p150)
hsa:4528;MTIF2;mitochondrial translational initiation factor 2
hsa:126205;NLRP8,CLR19.2,NALP8,NOD16,PAN4;NLR family, pyrin domain containing 8
hsa:5396;PRRX1,AGOTC,PHOX1,PMX1,PRX-1,PRX1;paired related homeobox 1
hsa:27131;SNX5;sorting nexin 5
hsa:131368;ZPLD1;zona pellucida-like domain containing 1
hsa:254042;METAP1D,MAP1D,Metap1l;methionyl aminopeptidase type 1D (mitochondrial) (EC:3.4.11.18)
hsa:57142;RTN4,ASY,NI220/250,NOGO,NOGO-A,NOGOC,NSP,NSP-CL,Nbla00271,Nbla10545,Nogo-B,Nogo-C,RTN-X,RTN4-A,RTN4-B1,RTN4-B2,RTN4-C;reticulon 4
hsa:10938;EHD1,H-PAST,HPAST1,PAST,PAST1;EH-domain containing 1
hsa:90956;ADCK2,AARF;aarF domain containing kinase 2
hsa:161829;EXD1,EXDL1;exonuclease 3'-5' domain containing 1
hsa:54363;HAO1,GOX,GOX1,HAOX1;hydroxyacid oxidase (glycolate oxidase) 1 (EC:1.1.3.15)
hsa:43849;KLK12,KLK-L5,KLKL5;kallikrein-related peptidase 12
hsa:152189;CMTM8,CKLFSF8,CKLFSF8-V2;CKLF-like MARVEL transmembrane domain containing 8
hsa:83729;INHBE;inhibin, beta E
hsa:89858;SIGLEC12,S2V,SIGLECL1,SLG,Siglec-XII;sialic acid binding Ig-like lectin 12 (gene/pseudogene)
hsa:8382;NME5,NM23-H5,NM23H5,RSPH23;NME/NM23 family member 5
hsa:23325;SWIP;KIAA1033
hsa:8911;CACNA1I,Cav3.3,ca(v)3.3;calcium channel, voltage-dependent, T type, alpha 1I subunit
hsa:83881;MIXL1,MILD1,MIX,MIXL;Mix paired-like homeobox
hsa:255239;ANKK1,PKK2;ankyrin repeat and kinase domain containing 1 (EC:2.7.11.1)
hsa:127428;TCEANC2,C1orf83,RP4-758J24.3;transcription elongation factor A (SII) N-terminal and central domain containing 2
hsa:2245;FGD1,AAS,FGDY,MRXS16,ZFYVE3;FYVE, RhoGEF and PH domain containing 1
hsa:55213;RCBTB1,CLLD7,CLLL7,GLP,RP11-185C18.1;regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1
hsa:113220;KIF12,RP11-56P10.3;kinesin family member 12
hsa:7360;UGP2,UDPG,UDPGP,UDPGP2,UGP1,UGPP1,UGPP2,pHC379;UDP-glucose pyrophosphorylase 2 (EC:2.7.7.9)
